block,param,value,arm,seed,n_ign,pool,n_sensors,n_regions,j_threshold,eta,attention_thr,cycle_min,horizon_min,revision_budget,w_burn,w_asset,w_pop,j_phys,j_total,burned,burned_ha,evacuated,affected,out_min,fs_frac,tried_3,acc_3,rules_final,seconds
calibration,grid,1|0.75,adaptive,201,1,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03346,8,0.72,0.0,0.0,54.0,0.25,2,1,7,2.7
calibration,grid,1|0.75,adaptive,202,1,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09016,0.1047,687,61.83,0.0,22.0,316.0,0.4554,8,3,9,11.0
calibration,grid,1|0.75,adaptive,203,1,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.10017,720,64.8,0.0,0.0,166.0,0.0,3,0,7,6.9
calibration,grid,1|1.0,adaptive,203,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08782,0.09869,720,64.8,0.0,0.0,166.0,0.0,3,0,7,7.1
calibration,freeburn,2,freeburn,203,2,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.28636,0.25267,2414,217.26,0.0,465.0,-1,,0,0,0,1.1
calibration,grid,2|0.1,adaptive,203,2,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.2075,0.23854,1835,165.15,2409.0,0.0,-1,0.2083,3,0,6,14.4
calibration,grid,2|0.25,adaptive,203,2,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.10227,0.13215,891,80.19,0.0,0.0,338.0,0.0,3,0,8,12.5
calibration,grid,2|0.5,adaptive,203,2,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08951,0.10009,739,66.51,0.0,0.0,214.0,0.0,3,0,9,8.4
calibration,grid,2|0.75,adaptive,201,2,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08813,0.11106,655,58.95,2248.0,146.0,116.0,0.0455,2,2,8,4.8
calibration,grid,2|0.75,adaptive,202,2,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08952,0.10977,672,60.48,0.0,19.0,-1,0.4375,8,2,9,12.1
calibration,grid,2|0.75,adaptive,203,2,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08826,0.10467,725,65.25,0.0,0.0,174.0,0.0,3,0,7,7.0
calibration,grid,2|1.0,adaptive,203,2,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08826,0.10312,725,65.25,0.0,0.0,174.0,0.0,3,0,7,7.0
calibration,freeburn,4,freeburn,203,4,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.54947,0.48482,3869,348.21,0.0,2520.0,-1,,0,0,0,1.2
calibration,grid,4|0.1,adaptive,203,4,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.32225,0.33742,3323,299.07,2471.0,321.0,-1,0.0214,3,0,6,15.3
calibration,grid,4|0.25,adaptive,203,4,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1978,0.23307,2367,213.03,0.0,75.0,-1,0.025,3,0,7,14.3
calibration,grid,4|0.5,adaptive,203,4,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.12915,0.1629,1245,112.05,0.0,1.0,-1,0.025,6,4,14,13.7
calibration,grid,4|0.75,adaptive,201,4,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.21805,0.24055,2521,226.89,2248.0,212.0,-1,0.2083,6,3,11,13.6
calibration,grid,4|0.75,adaptive,202,4,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07933,0.10147,621,55.89,0.0,0.0,224.0,0.3421,4,2,8,7.7
calibration,grid,4|0.75,adaptive,203,4,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.16377,0.18047,1763,158.67,0.0,30.0,-1,0.0333,2,0,9,14.0
calibration,grid,4|1.0,adaptive,203,4,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14063,0.14922,1415,127.35,0.0,3.0,-1,0.025,3,0,10,13.2
calibration,freeburn,8,freeburn,203,8,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.51106,0.45093,3791,341.19,0.0,2164.0,-1,,0,0,0,1.2
calibration,grid,8|0.1,adaptive,203,8,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.39895,0.40586,3577,321.93,2443.0,848.0,-1,0.0643,4,1,8,15.2
calibration,grid,8|0.25,adaptive,203,8,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.36159,0.37426,3521,316.89,0.0,837.0,-1,0.15,4,1,9,15.2
calibration,grid,8|0.5,adaptive,203,8,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22605,0.25671,2351,211.59,0.0,636.0,-1,0.0167,4,1,8,14.2
calibration,grid,8|0.75,adaptive,201,8,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22157,0.25265,2695,242.55,2248.0,201.0,-1,0.0333,4,3,10,14.4
calibration,grid,8|0.75,adaptive,202,8,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14152,0.15899,1149,103.41,0.0,65.0,-1,0.2,6,3,10,12.4
calibration,grid,8|0.75,adaptive,203,8,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22274,0.23726,2259,203.31,0.0,646.0,-1,0.0161,3,0,9,14.5
calibration,grid,8|1.0,adaptive,203,8,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.21408,0.22257,2028,182.52,0.0,590.0,-1,0.025,3,2,10,13.1
calibration,freeburn,12,freeburn,203,12,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.55031,0.48557,3898,350.82,0.0,2241.0,-1,,0,0,0,1.3
calibration,grid,12|0.1,adaptive,203,12,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.45249,0.44561,3813,343.17,2441.0,1007.0,-1,0.0437,5,2,10,16.8
calibration,grid,12|0.25,adaptive,203,12,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.38902,0.39798,3681,331.29,0.0,1086.0,-1,0.2429,5,1,7,15.3
calibration,grid,12|0.5,adaptive,203,12,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.24227,0.27102,2552,229.68,0.0,701.0,-1,0.025,3,1,9,15.2
calibration,grid,12|0.75,adaptive,201,12,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.26759,0.29427,3131,281.79,2254.0,449.0,-1,0.075,3,2,11,14.9
calibration,grid,12|0.75,adaptive,202,12,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.20156,0.23324,1982,178.38,1382.0,329.0,-1,0.0,4,2,9,13.0
calibration,grid,12|0.75,adaptive,203,12,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.21878,0.23617,2090,188.1,0.0,684.0,-1,0.0167,5,3,11,15.5
calibration,grid,12|1.0,adaptive,203,12,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.2173,0.227,2081,187.29,0.0,651.0,-1,0.0167,4,2,9,13.1
calibration,freeburn,1,freeburn,204,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.58674,0.51771,3574,321.66,0.0,2987.0,-1,,0,0,0,1.3
calibration,freeburn,1,freeburn,205,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.15113,0.13335,1410,126.9,0.0,18.0,-1,,0,0,0,0.9
calibration,grid,1|0.1,adaptive,204,1,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.39111,0.39862,2364,212.76,8582.0,360.0,-1,0.1929,6,2,8,15.9
calibration,grid,1|0.1,adaptive,205,1,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.04091,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
calibration,grid,1|0.25,adaptive,204,1,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14466,0.1698,981,88.29,1254.0,326.0,290.0,0.04,4,1,10,13.0
calibration,grid,1|0.25,adaptive,205,1,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.04007,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
calibration,grid,1|0.5,adaptive,204,1,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13738,0.14228,873,78.57,1254.0,398.0,124.0,0.0833,3,1,8,5.5
calibration,grid,1|0.5,adaptive,205,1,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0419,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.5
calibration,grid,1|0.75,adaptive,204,1,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1294,0.13197,829,74.61,1254.0,287.0,194.0,0.0588,3,2,11,8.0
calibration,grid,1|0.75,adaptive,205,1,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.04272,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.7
calibration,grid,1|1.0,adaptive,204,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13701,0.1369,903,81.27,1254.0,338.0,134.0,0.0833,2,1,9,5.5
calibration,grid,1|1.0,adaptive,205,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00099,0.0427,6,0.54,0.0,0.0,56.0,0.0,2,0,6,2.4
calibration,freeburn,2,freeburn,204,2,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.57948,0.5113,3680,331.2,0.0,3154.0,-1,,0,0,0,1.2
calibration,freeburn,2,freeburn,205,2,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.16803,0.14826,1488,133.92,0.0,61.0,-1,,0,0,0,1.0
calibration,grid,2|0.1,adaptive,204,2,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.45465,0.45659,3449,310.41,8555.0,555.0,-1,0.15,3,1,11,14.8
calibration,grid,2|0.1,adaptive,205,2,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.10995,0.1609,995,89.55,0.0,0.0,-1,0.3083,3,0,6,12.3
calibration,grid,2|0.25,adaptive,204,2,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.28975,0.31962,2326,209.34,1254.0,596.0,-1,0.125,4,1,9,14.3
calibration,grid,2|0.25,adaptive,205,2,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07392,0.12391,576,51.84,0.0,0.0,-1,0.4833,3,0,7,11.7
calibration,grid,2|0.5,adaptive,204,2,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.19744,0.21321,1823,164.07,1254.0,365.0,-1,0.0565,4,1,11,15.7
calibration,grid,2|0.5,adaptive,205,2,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09125,0.12589,762,68.58,0.0,0.0,-1,0.6083,3,0,7,11.1
calibration,grid,2|0.75,adaptive,204,2,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18066,0.19129,1565,140.85,1254.0,426.0,-1,0.0323,4,1,11,15.4
calibration,grid,2|0.75,adaptive,205,2,0.75,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09349,0.12132,788,70.92,0.0,0.0,-1,0.6333,3,0,7,10.2
calibration,grid,2|1.0,adaptive,204,2,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18427,0.19386,1518,136.62,1254.0,460.0,-1,0.0333,4,1,10,13.0
calibration,grid,2|1.0,adaptive,205,2,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09246,0.11706,776,69.84,0.0,0.0,-1,0.6167,3,0,7,9.5
