scenario,arm,seed,profile,burned_ha,forest_ha,pop_affected,evacuated,out_min,success,t2h_j_burn,t2h_j_asset,t2h_j_pop,t2h_j_resp,t2h_j_delay,t2h_j_total,t2h_j_phys,t6h_j_burn,t6h_j_asset,t6h_j_pop,t6h_j_resp,t6h_j_delay,t6h_j_total,t6h_j_phys,end_j_burn,end_j_asset,end_j_pop,end_j_resp,end_j_delay,end_j_total,end_j_phys,rules_final,coverage,fs_frac,adapt_share,tried_1,tried_2,tried_3,acc_1,acc_2,acc_3,dj_1,dj_2,dj_3,genai_source,wall_s
S1,Test0,205,minimal,259.11,120.42,3604346.0,0.0,-1,0,0.3737,0.0,0.0,0.0,0.0,0.10991,0.12457,0.64764,0.8143,0.09829,0.0,0.0,0.45889,0.52008,0.64828,0.8143,0.21268,0.0,0.0,0.49272,0.55842,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.1
S5,F5,204,minimal,29.25,3.42,308834.0,107.0,-1,0,0.17509,0.11922,0.00062,0.07921,0.46735,0.11889,0.09831,0.17509,0.11922,0.00102,0.09417,0.60202,0.12781,0.09844,0.17872,0.12799,0.00181,0.18229,0.20535,0.11354,0.10284,5,0.008,0.4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.1
S1,F5,205,minimal,67.77,29.34,0.0,0.0,-1,0,0.05448,0.0,0.0,0.03139,0.56941,0.05136,0.01816,0.27618,0.0,0.0,0.26289,0.35831,0.11777,0.09206,0.32527,0.0,0.0,0.75724,0.30049,0.15789,0.10842,5,0.086,0.352,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.6
S1,F5Ev,205,minimal,91.62,42.57,0.0,0.0,-1,0,0.07792,0.0,0.0,0.03717,0.46082,0.05221,0.02597,0.33076,0.0,0.0,0.34142,0.361,0.1386,0.11025,0.39457,0.0,0.0,0.97342,0.29127,0.19044,0.13152,9,0.475,0.004,0.4833,21,9,0,13,4,0,0.0211,-0.0075,0.0,,30.1
S1,F5EvAI,205,minimal,6.03,3.78,0.0,741.0,382.0,1,0.03521,0.0,0.0,0.04073,0.52888,0.04386,0.01174,0.04113,0.0,0.00216,0.129,0.48501,0.04885,0.01443,0.04113,0.0,0.00267,0.13613,0.47275,0.0487,0.0146,7,0.07,0.023,0.4444,3,10,5,3,1,1,0.0766,0.022,-0.0324,template,16.6
S2,Test0,205,minimal,259.11,120.42,3604346.0,0.0,-1,0,0.41847,0.0,0.0,0.0,0.0,0.12308,0.13949,0.64764,0.8143,0.09804,0.0,0.0,0.45882,0.51999,0.64828,0.8143,0.21135,0.0,0.0,0.49233,0.55798,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.1
S2,F5,205,minimal,75.42,33.57,0.0,0.0,-1,0,0.06073,0.0,0.0,0.06427,0.58105,0.05582,0.02024,0.30485,0.0,0.0,0.56083,0.27415,0.13878,0.10162,0.34917,0.0,0.0,1.0,0.31329,0.17995,0.11639,5,0.107,0.332,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,20.0
S2,F5Ev,205,minimal,141.66,72.9,0.0,2415.0,-1,0,0.08655,0.0,0.00236,0.07099,0.48119,0.05863,0.02964,0.3339,0.0,0.01933,0.51792,0.30391,0.15224,0.11774,0.50191,0.0,0.04649,1.0,0.16629,0.2299,0.1828,9,0.571,0.004,0.4421,23,7,0,19,4,0,-0.0772,-0.0149,0.0,,32.1
S3,Test0,205,minimal,216.36,64.26,5884833.0,0.0,-1,0,0.25053,0.07653,0.00453,0.0,0.0,0.09753,0.11053,0.35731,0.17695,0.0278,0.0,0.0,0.16531,0.18735,0.62998,0.78668,0.08104,0.0,0.0,0.4405,0.49923,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.2
S3,F5,205,minimal,19.26,0.09,0.0,0.0,370.0,1,0.12298,0.0,0.0,0.01909,0.2661,0.05295,0.04099,0.13161,0.0,0.0,0.04424,0.35158,0.06199,0.04387,0.13161,0.0,0.0,0.04709,0.2816,0.05804,0.04387,5,0.0,0.339,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,8.7
S3,F5Ev,205,minimal,18.09,0.27,0.0,0.0,220.0,1,0.12025,0.0,0.0,0.02068,0.23144,0.0502,0.04008,,,,,,,,0.12461,0.0,0.0,0.03043,0.17599,0.04879,0.04154,9,0.092,0.0,0.7395,2,10,0,2,4,0,0.0008,0.0098,0.0,,7.3
S2,F5EvAI,205,minimal,25.74,11.88,0.0,0.0,-1,0,0.04348,0.0,0.0,0.08315,0.52888,0.04879,0.01449,0.10075,0.0,0.0,0.29428,0.43304,0.07241,0.03358,0.15476,0.0,0.0,0.81491,0.35218,0.11417,0.05159,8,0.254,0.013,0.5126,13,12,5,10,2,1,0.1053,0.0332,-0.0316,template,31.5
S4,Test0,205,minimal,253.89,64.26,8888889.0,0.0,-1,0,0.45186,0.14255,0.00458,0.0,0.0,0.17617,0.19966,0.58641,0.50713,0.03505,0.0,0.0,0.33194,0.3762,0.66643,1.0,0.17504,0.0,0.0,0.54161,0.61382,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.3
S3,F5EvAI,205,minimal,16.92,0.09,0.0,0.0,182.0,1,0.11584,0.0,0.0,0.01657,0.18578,0.04597,0.03861,,,,,,,,0.1175,0.0,0.0,0.02196,0.17372,0.04607,0.03917,8,0.141,0.078,0.6382,2,3,3,2,3,0,0.0029,-0.0289,0.0,template,7.4
S4,F5,205,minimal,24.57,1.71,0.0,0.0,-1,0,0.14372,0.0,0.0,0.05095,0.37628,0.0674,0.04791,0.14888,0.0,0.0,0.13113,0.54794,0.08373,0.04963,0.16202,0.0,0.0,0.21971,0.45018,0.08706,0.05401,5,0.0,0.537,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.0
S4,F5Ev,205,minimal,52.29,11.07,89644.0,0.0,-1,0,0.15093,0.0,0.0,0.05239,0.30965,0.06569,0.05031,0.25723,0.01411,0.0,0.16979,0.2427,0.10407,0.09045,0.29152,0.03211,0.00011,0.34089,0.16462,0.12495,0.10791,11,0.338,0.0,0.7633,22,8,0,13,6,0,-0.1428,-0.1221,0.0,,27.7
S5,Test0,205,minimal,253.89,64.26,8888889.0,0.0,-1,0,0.45186,0.14255,0.00458,0.0,0.0,0.17617,0.19966,0.58641,0.50713,0.03505,0.0,0.0,0.33194,0.3762,0.66643,1.0,0.17504,0.0,0.0,0.54161,0.61382,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S4,F5EvAI,205,minimal,45.0,9.81,88844.0,231.0,-1,0,0.16002,0.0,0.00033,0.06564,0.2846,0.06777,0.05345,0.24613,0.012,0.00121,0.26479,0.23441,0.10564,0.08645,0.26151,0.02251,0.00258,0.52368,0.16329,0.1247,0.09553,9,0.233,0.021,0.7197,12,13,5,5,2,2,-0.1136,-0.0712,-0.0063,template,29.0
S5,F5,205,minimal,47.43,7.65,1867.0,0.0,-1,0,0.23386,0.009,0.0,0.06802,0.28531,0.09221,0.08095,0.25801,0.01921,0.0,0.22745,0.4163,0.1194,0.09241,0.27179,0.02371,0.0,0.37823,0.4071,0.13311,0.0985,5,0.0,0.442,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.9
S5,F5Ev,205,minimal,46.44,7.65,1067.0,0.0,532.0,1,0.17282,0.0,0.0,0.0564,0.32953,0.07353,0.05761,0.26763,0.01561,0.0,0.14861,0.25563,0.10709,0.09441,0.26763,0.01561,0.0,0.16575,0.33466,0.11274,0.09441,10,0.467,0.0,0.7893,12,12,0,8,5,0,0.0434,-0.0449,0.0,,20.7
S1,Test0,206,minimal,270.45,121.59,4444444.0,0.0,-1,0,0.0143,0.0,0.0,0.0,0.0,0.00421,0.00477,0.62187,0.73744,0.02956,0.0,0.0,0.40849,0.46296,0.6646,1.0,0.27078,0.0,0.0,0.56923,0.64513,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.1
S1,F5,206,minimal,0.36,0.36,0.0,0.0,44.0,1,,,,,,,,,,,,,,,0.00263,0.0,0.0,0.00357,0.82273,0.04938,0.00088,5,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,1.4
S1,F5Ev,206,minimal,0.36,0.36,0.0,0.0,44.0,1,,,,,,,,,,,,,,,0.00263,0.0,0.0,0.00372,0.76159,0.04579,0.00088,7,0.25,0.0,0.4087,0,2,0,0,2,0,0.0,0.0435,0.0,,2.0
S1,F5EvAI,206,minimal,0.36,0.36,0.0,0.0,44.0,1,,,,,,,,,,,,,,,0.00263,0.0,0.0,0.00357,0.82273,0.04938,0.00088,5,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0.0,template,2.5
S5,F5EvAI,205,minimal,36.45,8.55,88844.0,393.0,-1,0,0.16351,0.0,0.0,0.07093,0.28621,0.0691,0.0545,0.2063,0.0045,0.0,0.25675,0.26942,0.09295,0.07027,0.22289,0.01951,0.00218,0.51427,0.22904,0.11566,0.08153,11,0.05,0.008,0.7414,6,32,6,6,4,2,-0.074,-0.1013,-0.0128,template,25.4
S2,Test0,206,minimal,270.45,121.59,4444444.0,0.0,-1,0,0.61806,0.76103,0.03331,0.0,0.0,0.41541,0.4708,0.66438,0.98251,0.22618,0.0,0.0,0.5509,0.62436,0.6646,1.0,0.2938,0.0,0.0,0.576,0.6528,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.1
S2,F5,206,minimal,238.77,102.96,1147719.0,0.0,-1,0,0.54562,0.03559,9e-05,0.25235,0.17631,0.19618,0.19377,0.61259,0.32947,0.00263,0.85147,0.14115,0.33624,0.3149,0.63629,0.46471,0.00586,1.0,0.1575,0.39364,0.36895,5,0.675,0.246,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,21.4
S2,F5Ev,206,minimal,230.13,97.83,1251386.0,0.0,-1,0,0.55272,0.11389,0.00037,0.25285,0.1665,0.22084,0.22233,0.61777,0.3795,0.00354,0.852,0.18218,0.35519,0.3336,0.62772,0.42424,0.00518,1.0,0.16717,0.37958,0.35238,10,0.829,0.0,0.5015,24,6,0,7,5,0,-0.3098,-0.3691,0.0,,36.9
S3,Test0,206,minimal,235.98,46.89,8535649.0,0.0,-1,0,0.45428,0.29989,0.00662,0.0,0.0,0.22376,0.2536,0.63555,0.88084,0.08889,0.0,0.0,0.47214,0.53509,0.65102,0.97766,0.19296,0.0,0.0,0.53578,0.60722,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.6
S3,F5,206,minimal,64.44,3.06,224678.0,0.0,492.0,1,0.33024,0.09194,0.00036,0.07331,0.27457,0.14474,0.14085,0.33341,0.09194,0.00041,0.12746,0.2749,0.14889,0.14192,0.3375,0.09194,0.00044,0.16739,0.31673,0.15491,0.14329,5,0.0,0.683,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.0
S2,F5EvAI,206,minimal,237.33,101.97,1314854.0,0.0,-1,0,0.54562,0.03559,9e-05,0.25241,0.1753,0.19613,0.19377,0.59992,0.32438,0.00262,0.85137,0.13697,0.33076,0.30898,0.63489,0.48403,0.00445,1.0,0.10676,0.39551,0.37446,6,0.808,0.096,0.1116,25,2,3,15,1,0,-1.0254,-0.0707,0.0,template,42.1
S3,F5Ev,206,minimal,63.09,2.52,118120.0,0.0,226.0,1,0.32606,0.07219,0.00021,0.0794,0.18747,0.13289,0.13282,,,,,,,,0.33278,0.07219,0.00021,0.10126,0.1335,0.13298,0.13506,7,0.579,0.013,0.6802,7,3,0,6,2,0,-0.0976,-0.0009,0.0,,9.5
S4,Test0,206,minimal,236.07,46.98,8535649.0,0.0,-1,0,0.48488,0.31605,0.0069,0.0,0.0,0.2376,0.26928,0.63047,0.85031,0.09536,0.0,0.0,0.46357,0.52538,0.65111,0.97766,0.19201,0.0,0.0,0.53552,0.60693,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S3,F5EvAI,206,minimal,65.16,3.6,125542.0,0.0,418.0,1,0.32638,0.07758,0.00022,0.08111,0.17972,0.13422,0.13473,0.33905,0.08117,0.00022,0.11605,0.15135,0.13939,0.14015,0.33999,0.08655,0.00022,0.12408,0.14125,0.14113,0.14225,8,0.279,0.186,0.6485,9,5,4,9,1,2,-0.065,0.007,-0.0051,template,18.7
S4,F5,206,minimal,66.42,3.33,198963.0,0.0,-1,0,0.33055,0.08655,0.00038,0.13994,0.21939,0.14393,0.13916,0.33905,0.08655,0.0005,0.26306,0.25289,0.15568,0.14204,0.3443,0.08655,0.00056,0.35064,0.28562,0.16431,0.1438,5,0.0,0.787,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.4
S4,F5Ev,206,minimal,67.05,3.87,215521.0,0.0,520.0,1,0.33183,0.07219,0.00021,0.15191,0.20239,0.13973,0.13474,0.34491,0.08655,0.00026,0.21919,0.13374,0.14774,0.14391,0.34643,0.09374,0.0003,0.24515,0.12661,0.15142,0.14682,8,0.636,0.006,0.7139,13,9,0,12,3,0,-0.0503,-0.0063,0.0,,21.6
S5,Test0,206,minimal,236.07,46.98,8535649.0,0.0,-1,0,0.48488,0.31605,0.0069,0.0,0.0,0.2376,0.26928,0.63047,0.85031,0.09536,0.0,0.0,0.46357,0.52538,0.65111,0.97766,0.19201,0.0,0.0,0.53552,0.60693,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.6
S4,F5EvAI,206,minimal,66.6,3.6,211820.0,1135.0,410.0,1,0.32864,0.07506,0.00103,0.17391,0.19744,0.14088,0.13491,0.34491,0.09553,0.00464,0.31858,0.16676,0.15946,0.14836,0.34491,0.09553,0.00553,0.33936,0.15657,0.16034,0.14866,9,0.371,0.021,0.7524,5,7,6,4,2,2,0.0257,-0.0535,-0.0021,template,17.7
S5,F5,206,minimal,68.85,4.68,283716.0,0.0,-1,0,0.33499,0.07578,0.00032,0.1316,0.23509,0.14248,0.13703,0.34368,0.08655,0.00051,0.22836,0.2533,0.15502,0.14358,0.35245,0.10272,0.00106,0.42052,0.36743,0.18054,0.15208,5,0.0,0.692,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.8
S5,F5Ev,206,minimal,67.23,4.05,222921.0,0.0,524.0,1,0.33183,0.07758,0.00033,0.1444,0.20079,0.14081,0.13658,0.34704,0.09733,0.0004,0.2298,0.17446,0.15459,0.14825,0.34704,0.09733,0.00041,0.30602,0.15491,0.15793,0.14826,9,0.466,0.0,0.7257,14,9,0,13,4,0,-0.031,-0.0233,0.0,,21.0
S1,Test0,207,minimal,272.43,127.17,4444444.0,0.0,-1,0,0.49169,0.28544,0.00767,0.0,0.0,0.23082,0.2616,0.63781,0.80501,0.11994,0.0,0.0,0.45964,0.52092,0.66652,1.0,0.22096,0.0,0.0,0.55514,0.62916,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.1
S5,F5EvAI,206,minimal,66.42,3.69,222921.0,54.0,424.0,1,0.33183,0.07578,0.00032,0.15411,0.21504,0.14169,0.13598,0.34399,0.09194,0.00047,0.25038,0.15514,0.15221,0.14547,0.3443,0.09374,0.00054,0.26685,0.13602,0.15269,0.14619,8,0.382,0.014,0.6698,10,4,4,7,1,2,-0.0705,-0.0148,-0.003,template,18.9
S1,F5,207,minimal,161.28,60.75,602714.0,0.0,-1,0,0.03566,0.0,0.0,0.04508,0.56697,0.04649,0.01189,0.48791,0.15005,0.00147,0.45266,0.51729,0.24512,0.21314,0.54196,0.2317,0.00272,1.0,0.46859,0.31474,0.25879,5,0.229,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.4
S1,F5Ev,207,minimal,163.53,65.43,471200.0,0.0,-1,0,0.03443,0.0,0.0,0.04428,0.53855,0.04441,0.01148,0.48843,0.164,0.00132,0.46194,0.43091,0.2448,0.21792,0.5454,0.1989,0.00181,1.0,0.33549,0.298,0.2487,6,0.471,0.0,0.1604,25,5,0,16,1,0,-0.5577,0.0,0.0,,30.3
S1,F5EvAI,207,minimal,8.91,8.19,0.0,0.0,638.0,1,0.03443,0.0,0.0,0.04654,0.55929,0.04576,0.01148,0.06019,0.0,0.0,0.17648,0.55129,0.06051,0.02006,0.06136,0.0,0.0,0.29799,0.559,0.06846,0.02045,6,0.088,0.25,0.1102,2,20,5,2,0,1,0.0322,0.0,-0.0102,template,25.9
S2,Test0,207,minimal,272.61,127.35,4444444.0,0.0,-1,0,0.52035,0.27148,0.00665,0.0,0.0,0.23485,0.26616,0.63859,0.81199,0.11668,0.0,0.0,0.46096,0.52242,0.66667,1.0,0.21657,0.0,0.0,0.55389,0.62775,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S2,F5,207,minimal,177.39,72.72,930618.0,0.0,-1,0,0.19032,0.0,0.0,0.13107,0.57149,0.0973,0.06344,0.53177,0.22821,0.00263,0.73038,0.34188,0.28737,0.2542,0.56549,0.298,0.0054,1.0,0.2549,0.32937,0.28963,5,0.258,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,20.7
S2,F5Ev,207,minimal,192.78,87.48,1162662.0,0.0,-1,0,0.22154,0.0,0.0,0.13476,0.55056,0.10547,0.07385,0.5365,0.19192,0.00224,0.73404,0.19196,0.26937,0.24355,0.58581,0.37476,0.00691,1.0,0.16159,0.35288,0.32249,7,0.496,0.0,0.2143,26,4,0,12,2,0,-0.3041,-0.0387,0.0,,31.4
S3,Test0,207,minimal,209.97,53.01,7197220.0,0.0,-1,0,0.44493,0.28748,0.01121,0.0,0.0,0.21871,0.24787,0.55825,0.58065,0.05941,0.0,0.0,0.35244,0.39944,0.62606,0.8444,0.13161,0.0,0.0,0.4712,0.53402,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S2,F5EvAI,207,minimal,164.16,63.72,487420.0,0.0,-1,0,0.2081,0.0,0.0,0.13446,0.53831,0.10078,0.06937,0.52944,0.16749,0.00125,0.73365,0.32097,0.26739,0.23273,0.54635,0.20588,0.00153,1.0,0.33091,0.29998,0.25125,7,0.429,0.075,0.223,13,14,3,10,2,0,-0.0259,-0.0435,0.0,template,30.3
S3,F5,207,minimal,68.76,2.88,832110.0,0.0,-1,0,0.31775,0.07415,0.00104,0.05053,0.1982,0.1302,0.13098,0.34654,0.1014,0.00199,0.12635,0.22285,0.15287,0.14997,0.35411,0.10805,0.00224,0.16605,0.29225,0.16355,0.1548,5,0.0,0.346,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.2
S3,F5Ev,207,minimal,9.09,0.0,62296.0,0.0,134.0,1,0.06758,0.01059,0.00012,0.01325,0.2159,0.03651,0.0261,,,,,,,,0.06758,0.01059,0.00012,0.01367,0.24963,0.03852,0.0261,7,0.438,0.021,0.7063,4,2,0,4,2,0,-0.1252,0.0019,0.0,,5.4
S4,Test0,207,minimal,218.97,53.91,8237243.0,0.0,-1,0,0.46945,0.35322,0.02135,0.0,0.0,0.24824,0.28134,0.56337,0.6094,0.07961,0.0,0.0,0.36835,0.41746,0.63583,0.92433,0.14624,0.0,0.0,0.50188,0.5688,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.6
S3,F5EvAI,207,minimal,60.84,1.8,535378.0,0.0,346.0,1,0.29992,0.05478,0.00097,0.04965,0.17683,0.11793,0.11856,,,,,,,,0.32665,0.07658,0.00112,0.08039,0.16276,0.13323,0.13478,7,0.129,0.026,0.6258,6,6,3,6,2,0,-0.0324,-0.0495,0.0,template,12.5
S4,F5Ev,207,minimal,59.49,2.16,583014.0,0.0,274.0,1,0.31574,0.07355,0.00168,0.10857,0.17143,0.13146,0.13032,,,,,,,,0.32173,0.08475,0.0017,0.12675,0.1629,0.13709,0.13606,8,0.25,0.0,0.5883,6,6,0,5,3,0,0.0034,-0.0723,0.0,,9.2
S4,F5,207,minimal,79.65,1.98,1329068.0,0.0,-1,0,0.33373,0.09837,0.0021,0.11298,0.21425,0.14695,0.14473,0.37159,0.13983,0.00309,0.20471,0.28399,0.18008,0.17151,0.38841,0.15709,0.00536,0.39725,0.24714,0.19992,0.18362,5,0.0,0.333,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.8
S5,Test0,207,minimal,218.97,53.91,8237243.0,0.0,-1,0,0.46945,0.35322,0.02135,0.0,0.0,0.24824,0.28134,0.56337,0.6094,0.07961,0.0,0.0,0.36835,0.41746,0.63583,0.92433,0.14624,0.0,0.0,0.50188,0.5688,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.5
S4,F5EvAI,207,minimal,59.4,2.16,615811.0,0.0,274.0,1,0.31574,0.07869,0.00177,0.10069,0.19595,0.13398,0.13207,,,,,,,,0.3214,0.08838,0.00177,0.11728,0.1535,0.13697,0.13718,9,0.087,0.065,0.6007,2,3,7,2,1,3,-0.0016,-0.0583,-0.0239,template,10.6
S5,F5Ev,207,minimal,61.83,2.25,598499.0,0.0,270.0,1,0.32206,0.07052,0.00173,0.10971,0.18573,0.13335,0.13144,,,,,,,,0.33021,0.08112,0.00173,0.12288,0.18571,0.13964,0.13768,10,0.261,0.0,0.6827,6,6,0,6,5,0,-0.036,-0.05,0.0,,9.6
S5,F5,207,minimal,80.19,1.8,1240869.0,0.0,-1,0,0.34715,0.10503,0.00221,0.10971,0.222,0.15316,0.15146,0.35291,0.11411,0.00273,0.16877,0.24583,0.16255,0.15659,0.39002,0.15951,0.00375,0.2624,0.2808,0.19468,0.18443,5,0.004,0.379,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.8
S1,Test0,208,minimal,231.75,131.13,4444444.0,0.0,-1,0,0.43562,0.04341,1e-05,0.0,0.0,0.14089,0.15968,0.62432,1.0,0.15792,0.0,0.0,0.52419,0.59408,0.62432,1.0,0.24257,0.0,0.0,0.54908,0.6223,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S5,F5EvAI,207,minimal,61.74,2.25,631296.0,0.0,286.0,1,0.32173,0.07415,0.0018,0.10359,0.18938,0.1342,0.13256,,,,,,,,0.32989,0.08475,0.0018,0.11828,0.19525,0.14092,0.13881,11,0.156,0.073,0.6218,2,6,4,2,4,2,0.0138,-0.0436,-0.024,template,10.9
S1,F5,208,minimal,118.44,44.91,1829968.0,0.0,-1,0,0.16939,0.0,0.0,0.08749,0.39266,0.07807,0.05646,0.31179,0.08922,5e-05,0.33144,0.30741,0.15554,0.13369,0.45926,0.55066,0.00728,0.93586,0.38925,0.37712,0.33907,5,0.032,0.298,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.5
S1,F5Ev,208,minimal,115.65,44.46,1100301.0,0.0,-1,0,0.17382,0.0,0.0,0.08789,0.38092,0.0787,0.05794,0.25127,0.0,0.0,0.34205,0.36347,0.1154,0.08376,0.45334,0.37554,0.00387,1.0,0.31057,0.32202,0.27759,8,0.5,0.0,0.389,19,11,0,6,3,0,-0.0227,0.0134,0.0,,28.1
S2,Test0,208,minimal,231.75,131.13,4444444.0,0.0,-1,0,0.54766,0.29251,0.00326,0.0,0.0,0.24807,0.28114,0.6235,0.86164,0.16358,0.0,0.0,0.48492,0.54957,0.62432,1.0,0.23723,0.0,0.0,0.54752,0.62052,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.0
S1,F5EvAI,208,minimal,117.9,46.71,1194653.0,3741.0,-1,0,0.17382,0.0,0.0,0.08795,0.37909,0.0786,0.05794,0.24727,0.0,0.0,0.35654,0.33823,0.11359,0.08242,0.45812,0.34636,0.02428,1.0,0.34961,0.32314,0.27625,13,0.434,0.025,0.5421,9,18,4,6,6,2,-0.0509,-0.222,-0.0036,template,30.3
S2,F5,208,minimal,193.59,111.96,1729815.0,0.0,-1,0,0.21564,0.0,0.0,0.21347,0.4358,0.10162,0.07188,0.3884,0.0,0.0,0.8056,0.27852,0.17801,0.12947,0.58127,0.45608,0.00761,1.0,0.20701,0.37834,0.34832,5,0.377,0.469,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,20.5
S2,F5Ev,208,minimal,154.98,98.01,659491.0,0.0,-1,0,0.22737,0.0,0.0,0.21932,0.38171,0.10223,0.07579,0.3823,0.0,0.0,0.81734,0.24488,0.17492,0.12743,0.52636,0.18731,0.00236,1.0,0.19873,0.28111,0.23868,6,0.571,0.0,0.2778,27,3,0,19,1,0,-0.6368,0.0,0.0,,31.5
S3,Test0,208,minimal,239.04,37.98,7739538.0,0.0,-1,0,0.32984,0.15102,0.00139,0.0,0.0,0.14184,0.16075,0.60505,0.74377,0.05555,0.0,0.0,0.41305,0.46812,0.63389,0.85486,0.13667,0.0,0.0,0.47806,0.54181,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.5
S2,F5EvAI,208,minimal,124.29,88.83,269792.0,0.0,-1,0,0.22155,0.0,0.0,0.21385,0.38147,0.10018,0.07385,0.37759,0.0,0.0,0.80535,0.29264,0.17564,0.12586,0.47125,0.0919,0.00083,1.0,0.22178,0.23774,0.18799,8,0.533,0.037,0.3941,19,8,3,16,3,0,-0.6359,-0.1348,0.0,template,31.2
S3,F5Ev,208,minimal,23.85,1.44,0.0,0.0,224.0,1,0.14397,0.0,0.0,0.02877,0.19011,0.05522,0.04799,,,,,,,,0.1473,0.0,0.0,0.03707,0.17953,0.05607,0.0491,8,0.447,0.0,0.6926,7,3,0,7,3,0,-0.0242,0.0242,0.0,,8.7
S3,F5,208,minimal,24.03,1.17,0.0,0.0,-1,0,0.14493,0.0,0.0,0.02893,0.22662,0.05766,0.04831,0.14636,0.0,0.0,0.05629,0.24126,0.06055,0.04879,0.14825,0.0015,0.0,0.07702,0.28102,0.06511,0.04992,5,0.0,0.417,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.1
S3,F5EvAI,208,minimal,23.31,0.63,0.0,0.0,122.0,1,0.14445,0.0,0.0,0.03025,0.21491,0.05691,0.04815,,,,,,,,0.14445,0.0,0.0,0.03069,0.17712,0.05471,0.04815,7,0.318,0.114,0.5183,1,2,3,1,2,0,-0.0072,-0.0301,0.0,template,5.6
S4,Test0,208,minimal,276.12,62.37,8888889.0,0.0,-1,0,0.50292,0.38534,0.00794,0.0,0.0,0.26359,0.29873,0.66594,0.9979,0.12489,0.0,0.0,0.5261,0.59624,0.66667,1.0,0.1999,0.0,0.0,0.54899,0.62219,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.5
S4,F5,208,minimal,54.72,27.18,371802.0,0.0,-1,0,0.16766,0.0,0.0,0.06379,0.34325,0.07326,0.05589,0.23453,0.03213,0.00028,0.20767,0.2519,0.10554,0.08898,0.28385,0.06641,0.0005,0.41949,0.37028,0.14962,0.11692,5,0.004,0.429,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.6
S4,F5Ev,208,minimal,49.68,25.02,167045.0,0.0,-1,0,0.16221,0.0,0.0,0.06522,0.28619,0.06838,0.05407,0.21814,0.01351,0.00015,0.22697,0.15142,0.09044,0.07727,0.26462,0.03153,0.00022,0.52156,0.2069,0.13002,0.09879,8,0.492,0.0,0.6725,27,3,0,15,3,0,-0.3349,-0.0331,0.0,,27.0
S5,Test0,208,minimal,276.12,62.37,8888889.0,0.0,-1,0,0.50292,0.38534,0.00794,0.0,0.0,0.26359,0.29873,0.66594,0.9979,0.12489,0.0,0.0,0.5261,0.59624,0.66667,1.0,0.1999,0.0,0.0,0.54899,0.62219,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.5
S4,F5EvAI,208,minimal,48.24,23.31,156881.0,0.0,-1,0,0.16129,0.0,0.0,0.08105,0.27251,0.06824,0.05376,0.20104,0.0,0.0,0.2693,0.18821,0.08604,0.06701,0.25894,0.03453,0.0002,0.65161,0.17683,0.1351,0.09789,9,0.733,0.021,0.8033,22,4,4,17,3,1,-0.2855,-0.078,-0.0068,template,27.8
